Tweet_time,Id,user name,Place,Text
30-04-2021 13:48,1.39E+18,Sushant85883403,BELONIA,"RT @dna: #IPL2021: Virat Kohli wins toss and opts to field, Royal Challengers Bangalore make one change

#ViratKohli #RCB #PBKS #PBKSvRCB #…"
30-04-2021 13:48,1.39E+18,Indushasp,,#RCB won the toss but hopefully #PBKS wins the match 🙏🙏🙏
30-04-2021 13:48,1.39E+18,SIMCricket,,"SUPER7s PREDICTOR:

Can @PunjabKingsIPL get their 3rd win of #IPL2021 against a strong @RCBTweets side? Here are so… https://t.co/DLMTpLUNRs"
30-04-2021 13:48,1.39E+18,ImranVK_18,"Assam, India","RT @ESPNcricinfo: Glenn Maxwell will be facing his former team #PBKS today 👀

What are your predictions for the match? #PBKSvRCB

The previ…"
30-04-2021 13:48,1.39E+18,CricGeekAyush,Kerala,"Now that Mayank is gone, wanna see Gayle Opening with King Lion #PBKS #PBKSvRCB"
30-04-2021 13:48,1.39E+18,manjughiremath,"Hubli, India","RT @Cricketracker: TOSS: RCB have won the toss and elected to bowl first.

📸: IPL/BCCI

#PBKSvRCB #PBKS #RCB #IPL #IPL2021 #CricTracker htt…"
30-04-2021 13:47,1.39E+18,DreamerFantasy7,"Maharashtra, India","Final High Risk 11 🍸
Join telegram for final update.

#Dream11 #DreamTeam #VIVOIPL #MatchDay #IPL #IPLT20 #IPL2021… https://t.co/xwQGE9Vxz6"
30-04-2021 13:47,1.39E+18,Cricketracker,India,"TOSS: RCB have won the toss and elected to bowl first.

📸: IPL/BCCI

#PBKSvRCB #PBKS #RCB #IPL #IPL2021 #CricTracker https://t.co/Ov8lZ1d07L"
30-04-2021 13:47,1.39E+18,khushbookadri,"Mumbai, India",Full Support To #PBKS Tonight #IYKYK
30-04-2021 13:47,1.39E+18,Muthu63167452,Chennai,"RT @CricCrazyJohns: Prabhsimran, Harpreet, Meredith replaces Agarwal (injury), Moises, Arshdeep in #PBKS."
30-04-2021 13:47,1.39E+18,MRsantosh9127,Hanuman Junction,"RT @rameshlaus: Apr 16th - 23rd Top #IPL2021 Matches TV Ratings:

1. #MI vs #PBKS 

2. #CSK vs #KKR 

3. #RCB vs #RR 

4. #MI vs #DC 

5. #…"
30-04-2021 13:47,1.39E+18,rajpurohit2603,,Who will win today's match? #RCBvsPBKS #RCB #PBKS #IPL2021 #VIVOIPL #virat #devdutt #harshal #siraj #yuzi #KLRahul #Gayle
30-04-2021 13:47,1.39E+18,SagarRockzzzzz,India,"RT @rameshlaus: Apr 16th - 23rd Top #IPL2021 Matches TV Ratings:

1. #MI vs #PBKS 

2. #CSK vs #KKR 

3. #RCB vs #RR 

4. #MI vs #DC 

5. #…"
30-04-2021 13:47,1.39E+18,probatsman,India,"Todays Playing XI

#PBKSvRCB #RCB #PBKS #PlayBold #SaddaPunjab #PunjabKings #IPL2021 #IPL #Cricket #ProBatsman https://t.co/d5H12efReX"
30-04-2021 13:47,1.39E+18,officialsky247,India,"RCB won the toss &amp; opted to bowl against PBKS.

📸: IPL/BCCI

#Cricket #RCB #PBKS #IPL2021 #PBKSvRCB https://t.co/xRN20vWDvj"
30-04-2021 13:47,1.39E+18,AyyagaruNumber1,,"@PunjabKingsIPL If shit has a team then I would be pbks team 
If shit has a name then it's #pbks 
If shit has a man… https://t.co/YWSwCPRmLG"
30-04-2021 13:46,1.39E+18,FanCode,,"Playing XI for #RCB:

Kohli (C), Padikkal, Patidar, Maxwell, de Villiers(WK), Shahbaz, Sams, Jamieson, Harshal, Sir… https://t.co/fFLMMwrpWs"
30-04-2021 13:46,1.39E+18,FanCode,,"Playing XI for #PBKS: 

Rahul (C &amp; WK), Gayle, Pooran, Hooda, Prabhsimran, Shahrukh, Jordan, Meredith, Shami, Bishn… https://t.co/kmZe6yLHeI"
30-04-2021 13:46,1.39E+18,ThotaSaikiran4,"Tenali, India","RT @Fukkard: #RCB opt to bowl👍

#RCBvsPBKS #IPL2021 #PBKS https://t.co/tx6ty2ew4y"
30-04-2021 13:46,1.39E+18,sillypoint_83,India,3 changes in the @PunjabKingsIPL side as they look to get those valuable 2 points. @RCBTweets won the toss and choo… https://t.co/UXVUvKeSXF
30-04-2021 13:46,1.39E+18,CrictipsIndia,,Virat Kohli won the toss and elected to bowl against Punjab Kings. #RCB #PBKS #IPL2021 #T20 #Cricket #PBKSvsRCB… https://t.co/qV1wndQSP8
30-04-2021 13:46,1.39E+18,ARRunlimited,ARRahman's Heart❤,"RT @JonahAbraham26: Does anyone else feel it as a Different and Special Day when it's an RCB Match Day?!

@ChloeAmandaB @RCBTweets @ARRunli…"
30-04-2021 13:46,1.39E+18,sairamana25,Chennai ,"Predictions for today's match
#PBKS #rcb #IPL2021 
@RCBTweets @PunjabKingsIPL @IPL"
30-04-2021 13:46,1.39E+18,God61284517,India,"RT @CricCrazyJohns: Prabhsimran, Harpreet, Meredith replaces Agarwal (injury), Moises, Arshdeep in #PBKS."
30-04-2021 13:46,1.39E+18,UsmanUsama11,,"RT @CricWick: Punjab Kings changing their shape 👀 

No Agarwal in playing 1️⃣1️⃣ for #PBKS

Follow Live Game here 👉 https://t.co/wYcAm0Na7Y…"
30-04-2021 13:45,1.39E+18,sasanknv,ఆంధ్రప్రదేశ్🇮🇳,"My Prediction

Match 26:
#RCB vs #PBKS

Winner - #RCB

#RCBvsPBKS #PBKSvRCB #SaddaPunjab #PlayBold #IPL2021"
30-04-2021 13:45,1.39E+18,Cricket_NKR,Pondicherry,"Mayank isn't playing - Yayy! 🙌

KL-Gayle Opening -  😐

#RCB #PBKS"
30-04-2021 13:45,1.39E+18,CricWick,,"Punjab Kings changing their shape 👀 

No Agarwal in playing 1️⃣1️⃣ for #PBKS

Follow Live Game here 👉… https://t.co/5EgUj4DKI6"
30-04-2021 13:45,1.39E+18,svj57,,"RT @rameshlaus: Apr 16th - 23rd Top #IPL2021 Matches TV Ratings:

1. #MI vs #PBKS 

2. #CSK vs #KKR 

3. #RCB vs #RR 

4. #MI vs #DC 

5. #…"
30-04-2021 13:45,1.39E+18,dna,India,"#IPL2021: Virat Kohli wins toss and opts to field, Royal Challengers Bangalore make one change

#ViratKohli #RCB… https://t.co/dKhofrSqRf"
30-04-2021 13:45,1.39E+18,BeingYuvi,Indore.Cardiff.London.Mumbai,RT @Sudarshanan7: #PBKS  must have a really strong reason to not play Dawid Malan despite their batting travails. More so with no Mayank Ag…
30-04-2021 13:45,1.39E+18,SehwagM45,"Pudukkottai, India ","Worst Changes #PBKS

Henriques &gt; Meridith 
Mayank &gt; Simran singh
Arshdeep &gt; Brar 

🤦🤦🤦

#PBKSvRCB"
30-04-2021 13:45,1.39E+18,sparrow168,Happening Hyderabad,"#IPL2021

Match 26: #PBKSvRCB

#PBKS"
30-04-2021 13:45,1.39E+18,ufaplay11,"Mumbai, India",RCB decided to bowl against Punjab Kings. here are the Playing XIs of both teams. #RCB #PBKS #IPL2021 #PBKSvsRCB… https://t.co/q8zWH7L0ji
30-04-2021 13:45,1.39E+18,ReadScoops,"Mumbai, India","15 mins to fantasy deadline. HURRY UP!

PBKS vs BLR fantasy preview: https://t.co/68CIAgJj3k

#Cricket… https://t.co/D7NLcYIUe3"
30-04-2021 13:44,1.39E+18,5AABIPL,PUNJAB🪓/ Canada,@PunjabKingsIPL Khichke #pbks #saddapunjab
30-04-2021 13:44,1.39E+18,Cric_Pramod,"kolkata,india","Half IPL done players who have not played so far 
#RCB~ Azharudden.
#PBKS~  Malan,Mandeep,Sarfaraz,Porel.
#CSK~ Che… https://t.co/VjICAmoO6O"
30-04-2021 13:44,1.39E+18,AbhiRamaKrishn8,,@IPL @PunjabKingsIPL @RCBTweets Again not given debut to world class player David malan😏😏😏😏except Malan he's giving… https://t.co/RVnLoVcdKu
30-04-2021 13:44,1.39E+18,stumpnbails,,"Click Here to know the playing 11

https://t.co/JmwR01Vpq9 

 #PBKS #RCB #Bangalore #PunjabKings… https://t.co/w5ZQk7Yd7T"
30-04-2021 13:44,1.39E+18,chaitu8799,,"RT @Fukkard: #RCB opt to bowl👍

#RCBvsPBKS #IPL2021 #PBKS https://t.co/tx6ty2ew4y"
30-04-2021 13:43,1.39E+18,YahooCricket,World Wide Web,"Three changes in #PBKS

IN: Riley Meredith, Prabhsimran Singh, and Harpreet Brar
OUT: Moises, Arshdeep, and Mayank… https://t.co/udJcrzU3rN"
30-04-2021 13:43,1.39E+18,kiran85938890,,"RT @CricCrazyJohns: Prabhsimran, Harpreet, Meredith replaces Agarwal (injury), Moises, Arshdeep in #PBKS."
30-04-2021 13:43,1.39E+18,rooney10_fan,"Chennai, India","RT @CricCrazyJohns: Prabhsimran, Harpreet, Meredith replaces Agarwal (injury), Moises, Arshdeep in #PBKS."
30-04-2021 13:43,1.39E+18,Ringmas34508060,,RT @CricCrazyJohns: #RCB won the toss and decided to bowl first against #PBKS.
30-04-2021 13:43,1.39E+18,WhatisDark1love,", India Earthian 🌍🌍",RT @CricketSatire: Harpreet Brar's bowling SR was 25.2 in Vijay Hazare Trophy and 17.1 in Syed Mushtaq Ali Trophy ! He is a slow left arm s…
30-04-2021 13:43,1.39E+18,CricTelegraph,At Cricket,"Punjab Kings Playing XI 🏏

#IPL #IPL2021 #RCB #PBKS #PBKSvRCB https://t.co/tLURybm31p"
30-04-2021 13:43,1.39E+18,CricketSatire,,Harpreet Brar's bowling SR was 25.2 in Vijay Hazare Trophy and 17.1 in Syed Mushtaq Ali Trophy ! He is a slow left… https://t.co/XDR6EbHrBm
30-04-2021 13:43,1.39E+18,Aitheyenti2,,"RT @Rohith11510615: Who will win the match? 

Like --- &gt; #RCB

Retweet--- &gt; #PBKS

#PlayBold #WeAreChallengers #IPL2021 #PBKSvRCB https://t…"
30-04-2021 13:43,1.39E+18,KLassicool_girl,,"RT @SuryaRP07: Are You Proud Of @klrahul11 and #PBKS fan?  ☺️

Yes              Yes                Yes
 👇                👇                 👇"
30-04-2021 13:42,1.39E+18,Ringmas34508060,,"RT @CricCrazyJohns: Prabhsimran, Harpreet, Meredith replaces Agarwal (injury), Moises, Arshdeep in #PBKS."
30-04-2021 13:42,1.39E+18,RCBSG30,"Haryana, India","RT @RCBSG30: #RCBvsPBKS  #RCB #PBKS
#IPL2021

Watch Till End https://t.co/x37ooJ9auU"
30-04-2021 13:42,1.39E+18,ReadScoops,"Mumbai, India","#Bangalore - Shahbaz Ahmed in for Washington Sundar

PBKS vs BLR fantasy preview: https://t.co/68CIAh0TUS

#Cricket… https://t.co/y1okZL8cBr"
30-04-2021 13:42,1.39E+18,albin_ron_,Kannur,"RT @rameshlaus: Apr 16th - 23rd Top #IPL2021 Matches TV Ratings:

1. #MI vs #PBKS 

2. #CSK vs #KKR 

3. #RCB vs #RR 

4. #MI vs #DC 

5. #…"
30-04-2021 13:42,1.39E+18,Switch_hitt,India,#PBKS batting looks even weaker without Mayank.
30-04-2021 13:42,1.39E+18,cricket_country,Global,Live PBKS vs RCB IPL 2021 Live Cricket Score And Updates: Virat Kohli Elects to Bowl Against Punjab Kings as Mayank… https://t.co/1VtcIv1vR0
30-04-2021 13:42,1.39E+18,SportzrideCric,"Mumbai, India","🚨 PLAYING XI 🚨

#PBKS: Prabhsimran, Meredith and Harpreet Brar IN For Mayank Agarwal, Henriques and Arshdeep.
#RCB:… https://t.co/G1wD0Cy45J"
30-04-2021 13:42,1.39E+18,kedarjfan101,,"#RCBvsPBKS 
Toss rcb choose to field
Changes
#rcb
Shabaz-subdar
#pbks
Moses-merdrith
Mayank -prabhiramsingh
Arshdeep-brar"
30-04-2021 13:42,1.39E+18,Jaideepsinh71,"Gujarat, India",Two of best by #PBKS Jhye &amp; Malan are wasting their time into this shit squad. They should run away from the team l… https://t.co/EyvRKs2B3s
30-04-2021 13:42,1.39E+18,WhatisDark1love,", India Earthian 🌍🌍",RT @CricketSatire: Prabhsimran Singh in Vijay Hazare tournament averaged 60.6 and in Syed Mushtaq Ali Tournament averaged 85.3 #PBKS #RCBvP…
30-04-2021 13:42,1.39E+18,Deb22dn,"Silchar, India","How many runs will #Pbks score today  ??? 

#PBKSvRCB"
30-04-2021 13:42,1.39E+18,sundhar_srt10,"Tiruchirapalli, India","RT @Im_Peaceboy: Enaye marandhu Oru smile throughout 26 seconds 🙂 

IPL fights 💔

#MI #CSK #DelhiCapitals #KKRHaiTaiyaar #RR #PBKS #RCB htt…"
30-04-2021 13:42,1.39E+18,OneNimitPlzz_NR,,"#IPL2021 match no:26 
@PunjabKingsIPL vs @RCBTweets 

Match winners : #PBKS 
Impact players ; 
                 PBK… https://t.co/QHHknBKoC3"
30-04-2021 13:55,1.39E+18,HarishArjun28,"Madanapalle, India","RT @Cricketracker: TOSS: RCB have won the toss and elected to bowl first.

📸: IPL/BCCI

#PBKSvRCB #PBKS #RCB #IPL #IPL2021 #CricTracker htt…"
30-04-2021 13:55,1.39E+18,Arundhawanlavya,,RT @CricCrazyJohns: #RCB won the toss and decided to bowl first against #PBKS.
30-04-2021 13:55,1.39E+18,sivakumar_tvm,"Karur, India","what is the score expected by #PBKS against #RCB in today game?

#PBKSvRCB #PBKSvsRCB #RCBvsPBKS #RCBvPBKS #IPL2021"
30-04-2021 13:55,1.39E+18,esaumcmba,Earth Crust,When will #PBKS get to know that they actually need to play Dawid Malan? #RCBvsPBKS
30-04-2021 13:55,1.39E+18,Sureshachari051,"Hyderabad, India","RT @Fukkard: #RCB opt to bowl👍

#RCBvsPBKS #IPL2021 #PBKS https://t.co/tx6ty2ew4y"
30-04-2021 13:55,1.39E+18,cricketbetblog,UK,"Match 26 of #IPL is Punjab Kings Vs Royal Challengers Bangalore, here is our #iplprediction and Betting Tips -… https://t.co/MEIHApIjMA"
30-04-2021 13:55,1.39E+18,sakshamwahi2,,"RT @IPL: .@klrahul11 played a captain’s knock of 6️⃣0️⃣* off 5️⃣2️⃣ balls to get #PBKS over the line against #MI

Can the skipper lead from…"
30-04-2021 13:55,1.39E+18,UppalapuSrinu,"Annavaram, India","RT @Tamil_Viratians: It's a war between #RCB and Ex- #RCB 😁

Time to chase 😎

Hope we will defend #PBKS within 150 today 

#RCBvsPBKS
#IPL2…"
30-04-2021 13:55,1.39E+18,NishantJain_88,"Mumbai, India","@RevintoPvt 💠No Doubt ""BANGALORE BADSHAHS"" Will Win Todays Match✔️

#REVINTOPREMIERLEAGUE #PBKSvsRCB #DareToDream… https://t.co/G2mJu4Grr6"
30-04-2021 13:54,1.39E+18,raaj_kiccha,"Tumkur, India","RT @ViratArmyKA: Most Destruction Pair 🙂

#RCBvsPBKS #RCB #PBKS

Retweet 🔁                                    Love ❤️ https://t.co/LgCJLwEJ…"
30-04-2021 13:54,1.39E+18,predict_22,Bangalore,"PREDICTIONS FOR TODAY'S MATCH 🔥 

 RCB is now at spot 3 in the IPL 2021 points table
Will Punjab Kings win this mat… https://t.co/ogciWIlU1p"
30-04-2021 13:54,1.39E+18,tharak_ak47,"Darsi, India","RT @rameshlaus: Apr 16th - 23rd Top #IPL2021 Matches TV Ratings:

1. #MI vs #PBKS 

2. #CSK vs #KKR 

3. #RCB vs #RR 

4. #MI vs #DC 

5. #…"
30-04-2021 13:54,1.39E+18,satzavail,"Palani, India","RT @Tamil_Viratians: It's a war between #RCB and Ex- #RCB 😁

Time to chase 😎

Hope we will defend #PBKS within 150 today 

#RCBvsPBKS
#IPL2…"
30-04-2021 13:54,1.39E+18,iHitman55,India,Punjab Klowns has to be the worst ever management and owners. #PBKS
30-04-2021 13:54,1.39E+18,ImMazhar07,"Hyderabad, India","RT @rameshlaus: Apr 16th - 23rd Top #IPL2021 Matches TV Ratings:

1. #MI vs #PBKS 

2. #CSK vs #KKR 

3. #RCB vs #RR 

4. #MI vs #DC 

5. #…"
30-04-2021 13:54,1.39E+18,KingShaw_100,264/173,"RT @KingShaw_100: RCB PANS:-Maxi will smash PBKS because PBKS was his old team..
Meanwhile PBKS Pans:-
#PBKS
#RCB
#RCBvsPBKS https://t.co/A…"
30-04-2021 13:54,1.39E+18,ayoitsneeeeel,,@ANI WHO WILL WIN? #RCB VS #PBKS
30-04-2021 13:54,1.39E+18,KingShaw_100,264/173,"RCB PANS:-Maxi will smash PBKS because PBKS was his old team..
Meanwhile PBKS Pans:-
#PBKS
#RCB
#RCBvsPBKS https://t.co/A5fY5BqXVk"
30-04-2021 13:53,1.39E+18,Gokul_498,"Kanyakumari, India","RT @Cricketracker: TOSS: RCB have won the toss and elected to bowl first.

📸: IPL/BCCI

#PBKSvRCB #PBKS #RCB #IPL #IPL2021 #CricTracker htt…"
30-04-2021 13:53,1.39E+18,AndyJTrader,"South East, England",This team selection is great banter from #pbks
30-04-2021 13:53,1.39E+18,vjpriyan2,,"RT @rameshlaus: Apr 16th - 23rd Top #IPL2021 Matches TV Ratings:

1. #MI vs #PBKS 

2. #CSK vs #KKR 

3. #RCB vs #RR 

4. #MI vs #DC 

5. #…"
30-04-2021 13:53,1.39E+18,5AABIPL,PUNJAB🪓/ Canada,@PunjabKingsIPL @prabhsimran01 @thisisbrar We need a win #pbks #saddapunjab
30-04-2021 13:53,1.39E+18,Deepans85680788,,"RT @rameshlaus: Apr 16th - 23rd Top #IPL2021 Matches TV Ratings:

1. #MI vs #PBKS 

2. #CSK vs #KKR 

3. #RCB vs #RR 

4. #MI vs #DC 

5. #…"
30-04-2021 13:53,1.39E+18,girish8867,bangalore,"RT @rameshlaus: Apr 16th - 23rd Top #IPL2021 Matches TV Ratings:

1. #MI vs #PBKS 

2. #CSK vs #KKR 

3. #RCB vs #RR 

4. #MI vs #DC 

5. #…"
30-04-2021 13:52,1.39E+18,MB_CultFan,SSMB Gundello,"RT @rameshlaus: Apr 16th - 23rd Top #IPL2021 Matches TV Ratings:

1. #MI vs #PBKS 

2. #CSK vs #KKR 

3. #RCB vs #RR 

4. #MI vs #DC 

5. #…"
30-04-2021 13:52,1.39E+18,sivakumar_tvm,"Karur, India",#RCB won the toss and choose to bowl first made one change in team Shahbaz Ahmed comes in for Washington Sundar whe… https://t.co/weJSJ8XbFP
30-04-2021 13:52,1.39E+18,RahulRannjann,"मुंबई, भारत","RT @rameshlaus: Apr 16th - 23rd Top #IPL2021 Matches TV Ratings:

1. #MI vs #PBKS 

2. #CSK vs #KKR 

3. #RCB vs #RR 

4. #MI vs #DC 

5. #…"
30-04-2021 13:52,1.39E+18,Vinu_tweeter,Tirupati ,"#IPL2021

Match 26 : #PBKSvsRCB
Winner      : #pbks"
30-04-2021 13:52,1.39E+18,CommonerCurious,,Where is @dmalan29 ?? #IPL2021 #PBKS #PBKSvRCB #IPL #IPLT20 @realpreityzinta @anilkumble1074 @klrahul11 #IPLT20… https://t.co/uBMIa9WKpD
30-04-2021 13:52,1.39E+18,ajay_envy,,"RT @Tamil_Viratians: It's a war between #RCB and Ex- #RCB 😁

Time to chase 😎

Hope we will defend #PBKS within 150 today 

#RCBvsPBKS
#IPL2…"
30-04-2021 13:52,1.39E+18,cricupdates21,"Mumbai, India","Match no.26 

#RCB opt to bowl V #PBKS 

Will Maxwell scores some runs against his ex-team?😂

#PBKSvRCB #RCBvPBKS… https://t.co/sYwsmnz6De"
30-04-2021 13:52,1.39E+18,pspk4evr1,"Chintamani, India","RT @rameshlaus: Apr 16th - 23rd Top #IPL2021 Matches TV Ratings:

1. #MI vs #PBKS 

2. #CSK vs #KKR 

3. #RCB vs #RR 

4. #MI vs #DC 

5. #…"
30-04-2021 13:52,1.39E+18,SIMCricket,,"#RCBvPBKS PREVIEW:

In the 1000 matches that we simulated, @PunjabKingsIPL won 51.9% of the matches and @RCBTweets… https://t.co/CA706L8oqs"
30-04-2021 13:52,1.39E+18,OneCricketApp,India,"Here are the playing XIs for match No. 26 of #IPL2021 between @PunjabKingsIPL &amp; @RCBTweets 

#PBKS 👉 Mayank, Moises… https://t.co/rLwQDVlHZB"
30-04-2021 13:52,1.39E+18,ViratvijayFan,,"RT @Tamil_Viratians: It's a war between #RCB and Ex- #RCB 😁

Time to chase 😎

Hope we will defend #PBKS within 150 today 

#RCBvsPBKS
#IPL2…"
30-04-2021 13:52,1.39E+18,MayurMa46334426,भारत,"RT @ontodot_: Giveaway worth Rs 1000* from Ontodot
-Follow us on Instagram&amp; Twitter &amp; Facebook
@Ontodot_
- Comment &amp; tag your two friends w…"
30-04-2021 13:52,1.39E+18,FanCode,,"#PBKS have dropped Mayank Agarwal from their lineup. Do you agree with this decision? 👀

Stay ad-free on #FanCode 👉… https://t.co/6uw3xILq4q"
30-04-2021 13:52,1.39E+18,iam___irfan1,,RT @CricCrazyJohns: #RCB won the toss and decided to bowl first against #PBKS.
30-04-2021 13:51,1.39E+18,Tamil_Viratians,,"It's a war between #RCB and Ex- #RCB 😁

Time to chase 😎

Hope we will defend #PBKS within 150 today 

#RCBvsPBKS… https://t.co/ajpnpiBv5z"
30-04-2021 13:51,1.39E+18,IAmABadBoy20,,@PunjabKingsIPL Come on man I'm an RCBIAN but I want u to put up a good total #PBKSvRCB #RCB #PBKS
30-04-2021 13:51,1.39E+18,cult_mimeme,,"#RCBvsPBKS #PBKSvRCB #PBKS
#rcb 

What's going to happen today #IPL2021 ..?"
30-04-2021 13:51,1.39E+18,TheAkhandBharat,"Lahore, Akhand Bharat",Why @PunjabKingsIPL are not playing Dawid Malan instead of @henrygayle. He is the best batsman in @ICC T20I ranking… https://t.co/HTmawB3iay
30-04-2021 13:51,1.39E+18,immali14,Khammam-Hyderabad ,"RT @rameshlaus: Apr 16th - 23rd Top #IPL2021 Matches TV Ratings:

1. #MI vs #PBKS 

2. #CSK vs #KKR 

3. #RCB vs #RR 

4. #MI vs #DC 

5. #…"
30-04-2021 13:51,1.39E+18,SalmanAhmadBB,India,"RT @CricCrazyJohns: Prabhsimran, Harpreet, Meredith replaces Agarwal (injury), Moises, Arshdeep in #PBKS."
30-04-2021 13:51,1.39E+18,Deb22dn,"Silchar, India","RT @ESPNcricinfo: Glenn Maxwell will be facing his former team #PBKS today 👀

What are your predictions for the match? #PBKSvRCB

The previ…"
30-04-2021 13:51,1.39E+18,_CricKaushik_,2020-21 Australia Tour,"Shahbaz vs Gayle and Pooran is not a good idea. Yuzi got good numbers vs Gayle. Lets see what happen. 

#PBKS shoul… https://t.co/h6UBDS5zA2"
30-04-2021 13:51,1.39E+18,hima2911,"Gurgaon, India","@STARCricketIN #AskStar why #PBKS  is not including Malan ? 
#IPL2021"
30-04-2021 13:50,1.39E+18,BRAND0N_KlNG,Winterfell,"#RCBvsPBKS 
Winner - #PBKS 👺"
30-04-2021 13:50,1.39E+18,cricclubs,,"Which side looks stronger on paper?

📸: IPL/BCCI

#Cricket #IPL2021 #RCB #PBKS #PBKSvRCB https://t.co/XshsXu9l3z"
30-04-2021 13:50,1.39E+18,pkfan045,India,"RT @pkfan045: MATCH DAY
Who Will Win Today's Match? 
#PBKSvRCB
Let's Vote For Winning Team
#PBKS
#RCB
#IPL2021"
30-04-2021 13:49,1.39E+18,IAmABadBoy20,,Want #PBKS to score 170+ just to see how #RCB can chase that total down
30-04-2021 13:49,1.39E+18,Maxithebigshow,,"With respectfully , #Pbks management go and fuck yourself 🙃"
30-04-2021 13:49,1.39E+18,Venkat63544151,"Chennai, India","RT @rameshlaus: Apr 16th - 23rd Top #IPL2021 Matches TV Ratings:

1. #MI vs #PBKS 

2. #CSK vs #KKR 

3. #RCB vs #RR 

4. #MI vs #DC 

5. #…"
30-04-2021 13:49,1.39E+18,SagarSejpal96,,"RT @DreamerFantasy7: Final High Risk 11 🍸
Join telegram for final update.

#Dream11 #DreamTeam #VIVOIPL #MatchDay #IPL #IPLT20 #IPL2021 #PB…"
30-04-2021 13:48,1.39E+18,CricGeekAyush,Kerala,RT if You Want a Gayle-Storm Today #PBKS #PBKSvRCB
30-04-2021 13:48,1.39E+18,Being_pratiks,"Chandrapur, India","RT @AyyagaruNumber1: @PunjabKingsIPL If shit has a team then I would be pbks team 
If shit has a name then it's #pbks 
If shit has a manage…"
30-04-2021 13:48,1.39E+18,m_idiotic,,RT @khushbookadri: Full Support To #PBKS Tonight #IYKYK
30-04-2021 13:48,1.39E+18,CricTelegraph,At Cricket,"Royal Challengers Bangalore Playing XI 🏏

#IPL #IPL2021 #RCB #PBKS #PBKSvRCB https://t.co/o7Z9UGpLCe"
30-04-2021 13:48,1.39E+18,prashant_4582,,"PBKS vs RCB 🏏

#PBKSVRCB #PBKSvsRCB
#RCBvPBKS #RCBvsPBKS 

#PBKS #SaddaPunjab #PunjabKings 

#RCB #PlayBold… https://t.co/ItGXJkf3KG"
30-04-2021 13:48,1.39E+18,Dazzlingcutie1,Mumbai,"RT @ontodot_: Giveaway worth Rs 1000* from Ontodot
-Follow us on Instagram&amp; Twitter &amp; Facebook
@Ontodot_
- Comment &amp; tag your two friends w…"
30-04-2021 13:48,1.39E+18,MattVO20,East London,I beg Punjab do something else other than 130/7 #pbks
30-04-2021 13:48,1.39E+18,Sushant85883403,BELONIA,"RT @dna: #IPL2021: Virat Kohli wins toss and opts to field, Royal Challengers Bangalore make one change

#ViratKohli #RCB #PBKS #PBKSvRCB #…"
30-04-2021 13:48,1.39E+18,Indushasp,,#RCB won the toss but hopefully #PBKS wins the match 🙏🙏🙏
30-04-2021 13:48,1.39E+18,SIMCricket,,"SUPER7s PREDICTOR:

Can @PunjabKingsIPL get their 3rd win of #IPL2021 against a strong @RCBTweets side? Here are so… https://t.co/DLMTpLUNRs"
30-04-2021 13:48,1.39E+18,ImranVK_18,"Assam, India","RT @ESPNcricinfo: Glenn Maxwell will be facing his former team #PBKS today 👀

What are your predictions for the match? #PBKSvRCB

The previ…"
